state,state_ansi,county,county_ansi,ag_district,ag_district_code,year,acres_harvested,acres_planted,production_bu,yield_bu_ac,is_county_estimate
MINNESOTA,27,COTTONWOOD,033,SOUTHWEST,70,2023,146600.0,148000.0,8034000.0,54.8,1
MINNESOTA,27,COTTONWOOD,033,SOUTHWEST,70,2024,153500.0,155000.0,7353000.0,47.9,1
MINNESOTA,27,COTTONWOOD,033,SOUTHWEST,70,2025,146000.0,148000.0,8967000.0,61.4,1
MINNESOTA,27,CROW WING,035,EAST CENTRAL,60,1980,1600.0,1600.0,31500.0,20.0,1
MINNESOTA,27,CROW WING,035,EAST CENTRAL,60,1981,2300.0,2400.0,46000.0,20.0,1
MINNESOTA,27,CROW WING,035,EAST CENTRAL,60,1982,2600.0,2800.0,46800.0,18.0,1
MINNESOTA,27,CROW WING,035,EAST CENTRAL,60,1983,2500.0,2600.0,50000.0,19.2,1
MINNESOTA,27,CROW WING,035,EAST CENTRAL,60,1984,4500.0,4600.0,99000.0,22.0,1
MINNESOTA,27,CROW WING,035,EAST CENTRAL,60,1988,500.0,500.0,10000.0,20.0,1
MINNESOTA,27,CROW WING,035,EAST CENTRAL,60,2006,1100.0,1100.0,33000.0,30.0,1
