county_ansi,year,pcp_win,pcp_prevND,tmin04,tmin05,tmin09,tmin10,tmax07,tmax08,tmax_jja,pdsi06,pdsi07,pdsi08,pdsi_jja,pdsi_may,zndx07,zndx08,zndx_jja
001,1964,1.05,1.3800000000000001,37.5,53.2,52.4,35.9,87.8,80.6,82.93333333333332,1.53,2.28,2.65,2.153333333333333,0.67,2.71,1.82,2.44
001,1965,3.67,1.93,37.4,52.6,49.6,40.9,84.2,83.9,82.53333333333333,3.13,2.97,2.72,2.94,2.48,0.51,0.15,1.1166666666666667
001,1966,2.25,2.49,33.0,43.3,47.5,36.9,87.4,80.2,82.2,0.5,-0.02,-0.35,0.043333333333333335,0.43,-0.06,-1.0,-0.24
001,1967,1.63,0.98,38.6,43.5,46.5,38.1,82.9,82.2,81.0,1.99,-0.03,-0.71,0.4166666666666667,-2.4,-0.1,-2.04,1.2800000000000002
001,1968,1.4,0.91,37.0,43.8,50.0,41.0,84.9,83.1,83.76666666666667,-2.5,-2.12,-2.19,-2.27,-2.18,0.39,-0.87,-0.7066666666666667
001,1969,4.140000000000001,3.48,37.7,49.2,51.7,36.9,84.6,83.2,81.8,1.98,2.92,2.49,2.4633333333333334,1.41,3.43,-0.39,1.7266666666666668
001,1970,1.58,1.38,37.3,52.2,52.3,40.3,86.8,83.8,83.93333333333334,-1.16,-1.58,0.03,-0.9033333333333334,-0.59,-1.6,0.08,-1.14
001,1971,4.79,3.1399999999999997,38.0,45.4,52.5,45.1,82.5,83.5,83.93333333333334,-0.37,-0.82,-1.23,-0.8066666666666666,1.86,-1.46,-1.48,-1.3533333333333335
001,1972,1.85,4.53,35.8,49.1,52.4,36.8,82.6,82.0,82.10000000000001,0.2,1.19,0.98,0.79,0.79,3.05,-0.28,0.4166666666666666
001,1973,6.359999999999999,5.109999999999999,37.1,46.7,53.5,45.3,82.9,83.6,83.16666666666667,5.31,5.93,5.75,5.663333333333333,6.66,3.49,1.3,0.9366666666666669
001,1974,4.75,5.13,40.4,49.3,45.7,40.5,92.6,80.2,84.0,-0.42,-1.36,-1.55,-1.11,4.93,-2.96,-0.98,-1.7299999999999998
001,1975,4.550000000000001,2.75,34.8,50.4,48.3,39.9,86.7,87.4,84.56666666666668,1.53,-0.87,-0.81,-0.05000000000000001,0.59,-2.61,-0.09,0.10000000000000005
001,1976,3.54,3.79,41.3,45.1,49.9,33.8,86.0,83.4,83.60000000000001,1.66,1.99,-0.69,0.9866666666666667,1.54,1.5,-2.06,0.09333333333333327
001,1977,1.07,0.21,43.8,55.5,53.9,39.5,91.0,80.7,85.86666666666667,-4.23,-4.74,2.1,-2.2900000000000005,-3.25,-2.83,6.31,-0.15333333333333332
001,1978,2.68,1.9,39.6,48.3,56.2,38.3,84.2,83.6,83.33333333333333,1.79,1.97,1.36,1.7066666666666668,2.88,1.09,-1.22,-0.8433333333333333
001,1979,2.9899999999999998,3.3499999999999996,35.3,45.8,51.0,39.3,83.3,83.0,82.5,0.38,0.48,-0.36,0.16666666666666666,-0.59,0.41,-1.09,0.1566666666666666
001,1980,2.11,1.61,36.9,47.4,52.1,35.0,90.9,86.3,86.43333333333334,0.85,0.63,1.66,1.0466666666666666,-1.59,-0.38,3.27,1.8099999999999998
001,1981,2.11,1.5,44.1,46.0,50.2,37.7,83.1,80.4,81.96666666666667,0.03,0.66,1.07,0.5866666666666668,-1.37,1.92,1.41,1.1366666666666667
001,1982,4.18,3.4000000000000004,33.5,52.2,52.5,40.6,85.5,79.8,80.39999999999999,2.87,3.23,3.88,3.3266666666666667,3.12,1.98,2.94,1.7133333333333336
001,1983,6.1499999999999995,6.8999999999999995,33.8,44.7,52.2,40.6,89.8,92.4,87.43333333333332,4.34,3.28,1.83,3.15,4.7,-1.83,-3.36,-1.61
001,1984,2.01,6.29,37.4,45.6,50.1,42.1,85.6,87.3,84.66666666666667,3.99,4.24,3.03,3.7533333333333334,3.73,1.99,-2.33,0.5299999999999999
001,1985,4.54,4.59,42.2,51.2,53.1,40.9,85.4,79.2,81.2,-1.18,0.24,0.07,-0.29,-1.03,0.71,-0.43,-0.16666666666666666
001,1986,1.98,1.7000000000000002,40.0,50.3,56.4,41.7,86.1,78.4,82.7,1.24,2.36,2.73,2.11,1.76,3.74,1.86,1.5200000000000002
001,1987,1.51,2.02,39.8,52.8,51.0,34.2,86.0,79.3,83.39999999999999,1.22,1.94,3.75,2.3033333333333332,2.14,2.54,6.04,2.16
001,1988,2.48,3.93,35.4,51.7,52.5,33.8,87.7,89.5,88.60000000000001,-3.55,-4.06,-4.39,-4.0,-2.3,-2.63,-2.26,-3.1166666666666667
001,1989,2.7699999999999996,3.1199999999999997,38.2,46.6,48.8,39.8,85.4,82.2,82.13333333333333,-4.12,-3.64,-3.61,-3.7899999999999996,-4.73,0.17,-1.04,-0.17
001,1990,2.44,0.48,36.1,45.5,54.6,38.5,82.2,82.5,81.8,1.86,2.39,-0.31,1.3133333333333332,1.39,2.18,-0.92,1.0366666666666668
001,1991,2.26,3.64,40.7,54.9,50.6,37.6,84.1,82.4,82.86666666666666,2.06,1.84,1.64,1.8466666666666667,1.85,-0.02,-0.03,0.38666666666666666
001,1992,4.48,5.85,35.6,47.6,50.2,39.4,78.9,76.2,78.33333333333333,-1.79,1.15,0.7,0.019999999999999945,-0.77,3.44,-0.99,-0.2766666666666666
001,1993,4.52,6.379999999999999,34.8,49.1,46.9,39.1,80.6,81.7,79.96666666666665,3.68,6.06,7.33,5.69,3.5,8.28,5.67,5.193333333333333
001,1994,2.13,1.38,37.2,48.0,51.7,42.2,81.8,81.5,81.36666666666666,1.9,2.11,1.81,1.9400000000000002,1.55,1.24,-0.26,0.8333333333333334
001,1995,2.8899999999999997,2.6900000000000004,34.9,46.0,48.6,39.6,85.5,86.7,83.7,2.14,2.38,-0.67,1.2833333333333332,2.65,1.39,-2.01,-0.4466666666666666
001,1996,2.26,2.39,33.5,48.7,49.3,39.9,81.9,80.3,80.60000000000001,1.87,1.81,1.34,1.6733333333333336,1.67,0.4,-0.85,0.22000000000000008
001,1997,2.1500000000000004,3.65,33.6,43.0,52.7,40.9,85.9,82.1,83.5,-0.66,-1.43,-2.04,-1.3766666666666667,1.75,-2.5,-2.28,-2.2566666666666664
001,1998,3.92,2.62,39.1,54.2,57.1,43.0,84.4,83.2,81.53333333333335,1.99,2.6,2.45,2.3466666666666667,0.95,2.46,0.33,2.063333333333333
001,1999,2.13,2.22,39.8,49.7,48.2,36.1,87.8,81.6,82.73333333333333,1.79,-0.2,-0.2,0.4633333333333334,1.93,-0.6,-0.06,-0.16
