scenario,horizon,n_models,co2_ppm,dTmax_JA_C,plant_shift_days,r3_shift_days,end_shift_days,window_shift_days,edd_ratio,out_of_range_pct,climate_gbm_bu,climate_sr_bu,sr_min_bu,sr_max_bu,co2_none_bu,net_none_bu,co2_face_bu,net_face_bu,co2_saturating_bu,net_saturating_bu
ssp245,late_century,8,580.0,3.5297,-8.0924,-18.018,-11.9423,1.131,4.0367,12.5584,-0.8315,2.7129,-2.586,4.1003,0.0,2.7129,6.6954,9.4083,5.9044,8.6173
ssp245,mid_century,8,510.0,2.9351,-6.0946,-14.4289,-9.4392,0.9029,3.2616,8.1266,-0.0711,2.4494,-0.7778,3.6978,0.0,2.4494,4.7798,7.2292,4.7798,7.2292
ssp585,late_century,8,890.0,6.7926,-12.5009,-27.1718,-20.7303,1.9718,9.5215,51.5822,-3.4065,-3.4238,-22.0493,1.1817,0.0,-3.4238,13.0732,9.6494,5.9044,2.4806
ssp585,mid_century,8,580.0,3.6745,-8.3269,-18.1508,-12.32,1.171,4.245,14.2754,-0.7876,2.7854,-5.2905,4.1452,0.0,2.7854,6.6954,9.4809,5.9044,8.6898
