fips5,year,plant_doy,r1_doy,r3_doy,start_doy,r5_doy,end_doy,end_driver,r6_doy,r8_doy,frost_doy,matured_before_frost,days_r8_to_frost,window_days,podfill_days,seedfill_days,season_days,win_gdd,win_edd,win_hot_days,win_vpd_mean,win_vpd_max,win_prcp_mm,win_et0_mm,win_tmax_mean,win_water_deficit_mm,season_gdd,season_edd,season_prcp_mm,wb_stress_days,wb_min_water_frac,wb_season_deficit_mm
18001,1981,156,214,235,224,255.0,265,235.0,,,296,0,,42,42,,110,408.4980565412526,0.0,0,0.8346872951224042,1.5320334024202906,111.06,151.54098799482185,25.391428571428566,40.480987994821845,1181.986977686537,0.40731716877971846,400.59999999999997,8,0.4132168223349935,3.784969505069433
18001,1982,135,202,220,216,243.0,259,220.0,275.0,316.0,294,0,-22.0,44,44,,125,474.73544001341173,0.5864659042413916,0,1.0021092361071609,1.6698057992664694,88.91000000000001,180.33146560906218,26.985,91.42146560906217,1295.3185995221072,1.112459055506717,350.52000000000004,32,0.19087528713621182,42.286932440817075
18001,1983,164,213,230,221,244.0,263,230.0,272.0,,308,0,,43,43,,100,579.2097871705105,18.878320748651273,8,1.5933030192053723,2.2901000276333554,61.77,210.2474498743467,30.802325581395348,148.4774498743467,1349.2590564336524,26.31245593869947,187.89000000000001,35,0.10791384332928676,103.97906604636329
18001,1984,158,216,234,223,255.0,264,234.0,302.0,,307,0,,42,42,,107,439.5195795567936,2.075246067148506,0,1.1148504117061042,1.6625688433090355,91.21000000000001,167.7886937878784,27.0852380952381,76.5786937878784,1184.3449488688836,2.4148895871213893,253.82,18,0.34089662672434473,7.714493803980069
18001,1985,135,207,227,220,248.0,262,227.0,288.0,,324,0,,43,43,,128,466.29971756096626,1.69372713684072,0,0.9226351503399471,1.3302131858724249,109.77,161.3703554056621,26.765348837209306,51.600355405662114,1256.2065133096364,2.0125884268857686,354.72,4,0.4048203094721239,1.1740453848060879
18001,1986,151,208,231,222,259.0,263,231.0,,,313,0,,42,42,,113,356.12341798079007,0.0005485249048453807,0,0.7126185359295226,1.112451812947135,118.98,141.38614446713098,24.351190476190478,22.40614446713097,1146.2162920471058,0.23572456864604951,438.70000000000005,20,0.34210223280230656,10.693315427067917
18001,1987,140,195,212,212,227.0,257,212.0,253.0,270.0,310,1,40.0,46,46,,118,561.8535668379503,4.481828681770298,0,1.1276941942287022,1.8805625920698525,109.37,190.73926631461887,28.38826086956522,81.36926631461887,1440.6297084845705,7.580099904411107,404.9099999999999,36,0.19530190529243932,49.04987285537098
18001,1988,153,203,218,215,231.0,259,218.0,259.0,276.0,287,1,11.0,45,45,,107,572.1623451842189,24.6084283058777,13,1.5383980348995983,2.7955674719853585,106.04,210.23311950006303,30.087555555555547,104.19311950006302,1393.8159474753804,63.997233335055554,225.88,44,0.22080161783180455,90.56875852193136
18001,1989,151,209,231,222,250.0,263,231.0,331.0,,307,0,,42,42,,113,432.68235660648605,0.0,0,0.6912492657041964,1.0650304575006728,208.05,136.94149198182907,25.618333333333332,-71.10850801817094,1222.8925434301298,0.1464746822405203,438.53999999999996,0,0.5853589515427474,0.0
18001,1990,163,224,245,229,273.0,268,245.0,,,299,0,,40,40,,106,387.85448014504834,0.06148003493154304,0,0.5558634956879311,0.8602498293139136,170.88,119.5714321392179,24.611250000000002,-51.30856786078209,1078.412991234073,0.1279689459068588,422.86,0,0.8008183673814709,0.0
18001,1991,134,188,205,208,224.0,254,205.0,245.0,258.0,306,1,48.0,47,47,,121,588.3841997951207,5.010800204879302,1,1.258590046613945,2.137966140439408,107.37999999999998,211.69453011248535,29.064893617021266,104.31453011248537,1502.8700930617415,7.8053945460434635,322.51000000000005,47,0.19431083441673083,99.36656191910504
18001,1992,143,217,243,228,276.0,267,243.0,,,292,0,,40,40,,125,325.9417291233814,0.0,0,0.5055374814108721,0.7177667421248197,182.98,115.5093619357491,23.44325,-67.47063806425089,1082.787129040366,0.0,567.6300000000001,0,0.5764310061639135,0.0
18001,1993,131,201,224,218,239.0,261,224.0,280.0,,305,0,,44,44,,131,480.2248104367658,1.7985975584922906,0,0.7165527997592162,1.2831250402835286,118.67999999999998,153.3567717539454,26.13454545454545,34.67677175394542,1312.9395378021452,1.8954284080227175,453.97,32,0.2926863101279988,22.52445588768727
18001,1994,160,212,234,223,256.0,264,234.0,317.0,,326,0,,42,42,,105,437.7763492613134,1.2213534668280024,0,1.0489200796935083,1.6378885411374855,76.96000000000001,164.91928354058481,27.058095238095245,87.9592835405848,1196.9694205830692,3.8653165412848853,293.12,16,0.23058190049199986,20.76861591633343
