model,member,scenario,horizon,year_start,year_end,fips5,month,d_tas_C,d_tasmax_C,pr_ratio,d_hurs_pct
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19149,7,3.623294583283325,3.399803403822659,0.938662403183785,0.5688383372685166
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19007,7,3.9234683333217504,3.927748162837133,0.8942893267719316,-1.820137014830692
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19011,7,3.788872888336528,3.705521457714781,0.9486953649008532,-0.3677216971231729
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19015,7,3.7740212670888695,3.684156000615644,0.9945029267750743,-0.5293839301151024
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19019,7,3.785785876469277,3.681552627396627,0.9528096205127656,-0.2181595584154791
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19023,7,3.7622119119798754,3.622274249436316,0.9760923508913733,-0.0173648511467376
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19027,7,3.7704484599862553,3.676558605436583,0.9813518390773532,-0.6855307570285873
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19033,7,3.731783783251899,3.5488382798312728,0.9876462660202696,0.3300341275847387
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19041,7,3.625652538551151,3.3631708927011914,1.0302459267347197,0.9144056351373564
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19043,7,3.7754414827332994,3.6181157420987233,0.9585062089520264,0.0908757186110875
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19049,7,3.8199807229838143,3.774457925367301,0.9915413113504312,-1.050475695243989
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19057,7,3.814662306332593,3.7939348969416073,0.9064532285630238,-0.8370011487899518
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19073,7,3.7629389894600536,3.661178861133294,0.9967181181101408,-0.5335460200043514
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19081,7,3.70426175643496,3.504594658449548,1.0007969150888805,0.4896392985460522
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19091,7,3.682775168090074,3.490310167750636,1.0135020700089925,0.4512885892938811
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19099,7,3.809222434621177,3.762655859694064,0.9413196665767376,-0.7361003360512939
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19115,7,3.789673011541879,3.755040083257086,0.913022401419737,-0.6120710003334864
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19131,7,3.725171498648251,3.5138933681959656,1.0108885247092112,0.4806841222757754
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19147,7,3.644635867779869,3.4062106914101946,1.0289214852065047,0.8148054277879453
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19157,7,3.8024197913442777,3.748127355018653,0.9351175534904173,-0.6165534340549073
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19165,7,3.8334812684863664,3.787375044700013,0.9276663498658017,-1.3770997524857478
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19179,7,3.816598483845837,3.783843000488332,0.9432498904578666,-0.8407798197566336
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19187,7,3.708184713115031,3.547946910820997,1.0032553213996094,0.1131281792168295
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19197,7,3.721554541317232,3.556965648683274,1.0095480980869294,0.2100251432748621
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19003,7,3.913227202068072,3.922032199949911,0.9243574381377336,-2.038570146171324
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19013,7,3.775202623179837,3.660575965307999,0.9651644307402776,-0.1606510473328342
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19025,7,3.690989000452646,3.5206636874600576,0.9790757986527986,0.1671912990859141
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19035,7,3.636125040905142,3.403918636118192,0.9572424556940616,0.6212872368359967
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19005,7,3.73650134661176,3.520750083232997,1.0315188537208566,0.5546908281614975
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19051,7,3.889588725315434,3.8788935901320087,0.9087248222270496,-1.4858405114012925
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19065,7,3.7628058500363295,3.6175856057531055,0.984370524598788,0.1196284139191874
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19071,7,4.107488445990043,4.229153154538608,0.76648255009014,-3.979494791922676
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19083,7,3.760133963508736,3.637212417194462,0.9945564991023906,-0.1371334122226812
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19085,7,3.843617364679403,3.794560506230141,0.8830851784990497,-1.5337668536167115
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19097,7,3.774809737859073,3.677804388566472,0.9083068601706632,-0.2673048495644679
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19109,7,3.6438236865511726,3.398682191912428,1.0364526338831197,0.9074428657868764
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19119,7,3.572714539050025,3.2853332164447124,1.0345026213394606,1.1703612372554488
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19133,7,3.756255837629624,3.640413585630654,0.8929892736189555,-0.7254850097370564
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19143,7,3.5995512869305912,3.314506746693553,1.064146735524251,1.0724649324675966
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19167,7,3.5943296073480155,3.3211721753330607,0.9662667773904852,0.9605048239322967
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19173,7,4.020398804427714,4.081809090063018,0.8248375466437398,-3.1437194181815755
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19185,7,3.956191594756661,3.975456532414512,0.8813585713490267,-2.2009253294177142
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19191,7,3.729972185546728,3.5119573408073848,1.055441167564869,0.5683027618090648
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19117,7,3.873632450949003,3.870491072047514,0.9431038656875712,-1.3429791467387986
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19029,7,3.88627501350652,3.880577584236903,0.9155307109531796,-1.8614302482274496
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19037,7,3.748277315461337,3.587401079799747,0.9994959818523196,0.252819874723599
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19123,7,3.8181978329749313,3.780596710731288,0.9394327026461704,-0.801231188210167
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19009,8,4.646173930241218,4.883902108735754,0.7154888953685055,-8.953693853177555
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19017,8,4.198274288808534,4.277035992403057,0.7474429760042547,-5.481242042466519
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19021,8,4.311918731836329,4.408801407505848,0.7359140279558413,-6.317773575904127
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19031,8,4.144096471673777,4.287798616658222,0.6879669498090273,-5.6018392046374
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19039,8,4.520454003550412,4.8113421603690085,0.7080771428863332,-8.47343868484299
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19045,8,4.117923183456639,4.24410753532959,0.7035414004985996,-5.222077310525435
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19047,8,4.614151441009256,4.826156850784173,0.7176167524920954,-8.513995837314226
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19055,8,4.176974824181912,4.281680801919151,0.6952299776933933,-5.511563912438405
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19063,8,4.10463357319918,4.109635433522612,0.8198391835331632,-4.505468869126389
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19067,8,4.1858628089961485,4.220988165182973,0.784033079837818,-5.251128873115206
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19079,8,4.362684421584447,4.501360226235818,0.7258214449372163,-6.861786040518012
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19087,8,4.203713520386259,4.385782698774278,0.7593515945538861,-6.210720208032797
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19095,8,4.2200518845050965,4.368321296495878,0.7140779018243618,-6.271428046588113
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19105,8,4.1519389140268,4.271066004807665,0.6900291004894304,-5.453582853189573
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19113,8,4.179070193649807,4.305037376176529,0.6951739080974013,-5.737190703477083
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19121,8,4.51888506324309,4.785585113203183,0.7113362632190966,-8.378638530005304
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19125,8,4.405826903391699,4.631141207480255,0.7476550917769533,-7.651175777588804
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19137,8,4.858586465178178,5.189742338869053,0.7072651760990772,-10.28676299826084
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19141,8,4.210550088968148,4.262190634037211,0.7536537142285583,-5.38825216817807
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19151,8,4.296176987304364,4.390381876165179,0.7434823238339678,-6.26178636256995
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19161,8,4.432530733276224,4.5785296265192414,0.7080568060697817,-7.295742625416722
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19169,8,4.385609343045985,4.559437584650084,0.7487728716797374,-7.226358712574822
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19175,8,4.58498430770743,4.896909365029728,0.6841764709699867,-8.856903625211011
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19181,8,4.458976187090627,4.709832922351154,0.741941057206191,-8.010232005861425
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19195,8,4.143924453215561,4.148229805780829,0.8170200929178049,-4.765291628635481
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19001,8,4.612645390362388,4.891085493423816,0.702056991326479,-8.909468614337186
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19053,8,4.661081335383642,4.97579798686769,0.7096706349924918,-9.346080052025073
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19061,8,4.133068315620619,4.21313338259796,0.6906712092364309,-5.015704232708785
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19069,8,4.276145011457743,4.3729018963647945,0.7507824339862362,-6.097102331461471
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19075,8,4.319167412656896,4.448518334901962,0.7026936298345938,-6.624657805045729
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19077,8,4.559878160849792,4.773218972824736,0.7180542784911758,-8.427319179022007
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19089,8,4.100149584877215,4.0914055372968505,0.8021776060791298,-4.290700453174779
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19093,8,4.463721751224341,4.6229932819648525,0.701827659451712,-7.436053586721016
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19101,8,4.218008515889721,4.407694458876051,0.766352893587709,-6.3945225308395095
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19103,8,4.166801498640439,4.317995934604312,0.7056807847082148,-5.869510761998015
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19107,8,4.248910705347043,4.426544830707826,0.7445932486951571,-6.564227417550171
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19111,8,4.389694438217077,4.582961541290501,0.7478123221826949,-7.231071139714984
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19127,8,4.351522176738115,4.5025980848838,0.7263368653512275,-6.994392224815314
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19129,8,5.083447767532334,5.458131273643232,0.6919245591869816,-11.414448836258238
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19135,8,4.382035290297665,4.627225418636499,0.7559221450731022,-7.577038387861464
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19139,8,4.145661047827389,4.307191354136876,0.720199144469987,-5.679488039546271
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19145,8,5.0224318609528495,5.352774513496456,0.6652489337312106,-11.357795461557764
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19153,8,4.428820297351194,4.647309919603515,0.7618022667739406,-7.71649252581166
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19155,8,4.998978635620233,5.342086583612854,0.7074282798173085,-10.865150429313232
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19159,8,4.748581373226728,5.072837752942689,0.7032308893286399,-9.905095163755009
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19163,8,4.134714239436164,4.288139071165858,0.7090980310212044,-5.484132017976364
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19171,8,4.298853257387918,4.434910761199888,0.7118373496390173,-6.603576526733164
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19177,8,4.416210215389526,4.6392248878894975,0.7326936110079207,-7.534782719444003
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19183,8,4.190836331534683,4.359176315308105,0.7360357552747359,-6.119280676780136
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19189,8,4.1421409260893824,4.152300040824059,0.8198311050543253,-4.774265195046212
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19193,8,4.610975987213635,4.816936297716495,0.6708465990192863,-8.222114538188578
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19059,8,4.108068813708201,4.112391119626579,0.8146435700994464,-4.499612017253526
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19149,8,4.492705689877994,4.6642506636541725,0.687373613966133,-7.222800146989641
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19007,8,4.5359684847232415,4.822717844232102,0.7087109235253735,-8.46195268936269
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19011,8,4.226430006627595,4.3551938682556965,0.7054818366791841,-6.102197069311856
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19015,8,4.4226532561357885,4.598401373793877,0.7330044400668311,-7.466617236712096
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19019,8,4.213246267649424,4.327722175684016,0.701549987449419,-5.823526167355183
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19023,8,4.255356570996412,4.345984627371649,0.7323646948828954,-5.976772771788362
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19027,8,4.53817722475867,4.733807815003104,0.7155988756526106,-8.193590332781056
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19033,8,4.189756874394448,4.236569399120128,0.7965690159796818,-5.2896703018426905
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19041,8,4.180736394947132,4.223584746862741,0.7727074216466433,-5.247618262968487
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19043,8,4.122548863614554,4.173994403531879,0.7286600782431865,-4.65506394066314
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19049,8,4.486819244687922,4.705550679213502,0.7281421836224118,-8.06187868021118
EC-Earth3,r1i1p1f1,ssp585,mid_century,2040,2069,19057,8,4.222999872488742,4.406353121580196,0.7648477767430071,-6.21927221267552
