model,member,scenario,horizon,year_start,year_end,fips5,month,d_tas_C,d_tasmax_C,pr_ratio
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17179,1,1.300475231895291,1.2421700542564054,1.0024695277653857
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17189,1,1.1991968855044775,1.3221938086563227,0.9605280592053151
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17203,1,1.350775046983074,1.2788074749115026,1.003375367411491
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17003,1,1.1252341981660834,1.2325648525501265,0.9149642568715031
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17007,1,1.6769512280321237,1.4558573702240096,1.0437730341570557
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17011,1,1.3465438586631535,1.2421714724213757,0.984319993100166
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17015,1,1.3327202849055766,1.1889948521037468,1.0005471032200777
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17023,1,1.1703891345735542,1.2813198002758668,1.0242172809297247
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17033,1,1.1190216405169622,1.242728781153005,1.0022864576244974
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17037,1,1.5919921567903543,1.4116353061621112,1.0240180894189728
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17041,1,1.2630260472541863,1.3282191545706041,1.0443270552464197
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17043,1,1.730434117920936,1.5230167254759408,1.0368663526517459
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17047,1,1.0628947447537485,1.203237109739291,0.9632099483764042
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17051,1,1.211165835851034,1.2844188996858747,0.9929997176342399
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17053,1,1.448455290766674,1.3818831557582598,1.0234630121276505
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17057,1,1.2652967701953344,1.2046553859326536,0.9864478760925866
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17063,1,1.5309333342636933,1.3892909621262675,1.005941735837433
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17131,1,1.2810894467722278,1.2021709113051315,0.968332519086339
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17081,1,1.146708477473851,1.2856786256028272,0.9565321838055418
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17091,1,1.5559925514284032,1.4269525251022515,1.01954844772226
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17093,1,1.6034943301463045,1.4322419900008185,1.0199553274835882
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17099,1,1.4511877304983045,1.3245205763448098,0.9975576992740451
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17101,1,1.0765379114849338,1.2106781108245173,0.986074845674782
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17105,1,1.445681840907639,1.3537322414672417,1.0120259441250405
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17109,1,1.2622094176272753,1.2116021190555557,0.9764056464952217
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17111,1,1.7898668992031048,1.5487896059968875,1.0525681919857564
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17117,1,1.251930909717828,1.274931898273394,0.9911238493065421
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17125,1,1.265887365620074,1.2115718357644027,1.0025038672069206
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17127,1,1.0853111525348709,1.1745249340321493,0.9383231085634695
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17133,1,1.2743930861596482,1.3995040656223523,0.959493614714816
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17137,1,1.2510323593764952,1.22231035830589,0.9996622153684469
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17141,1,1.4714990043505054,1.3058028564183246,1.015659755922583
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17143,1,1.28980311572235,1.2167874393484226,0.9894366130351863
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17147,1,1.299709650073737,1.3165369146226453,1.0338117540469707
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17153,1,1.1136820394214624,1.2169475170873056,0.9270883548614925
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17159,1,1.109004981956275,1.2360413775739971,0.9784627832761842
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17165,1,1.0896599329669243,1.2094398939393614,0.9514632018492516
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17167,1,1.2591604423590184,1.2438195851512432,1.022150723142405
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17177,1,1.465098160296236,1.2769877544327528,1.026843692061983
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17183,1,1.3290849756408534,1.3577898522372607,1.047727695766006
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17191,1,1.1154782466832671,1.2453330492799637,0.967430224167096
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17195,1,1.3080818628581596,1.1898926335821898,0.9885997581679257
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17197,1,1.6558772260211754,1.4804572372052007,1.024972029017927
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17001,1,1.2361232418368786,1.2287041144926434,0.9607390328202156
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17017,1,1.2555858682229655,1.214235139563641,0.997435646943289
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17025,1,1.1570738807580483,1.266658622543332,0.9824017091544907
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17039,1,1.3158055376158586,1.2998705197435356,1.0242728158028052
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17045,1,1.209930673558972,1.311820617456874,1.0480154546031386
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17061,1,1.2597516685815435,1.2724402565960418,0.986403021439827
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17069,1,1.0598410786423642,1.1565935840839074,0.9539955271357665
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17071,1,1.2709640805442746,1.210270083058333,0.9684930814651446
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,17075,1,1.4714131039585823,1.4048907388524299,1.0342634453868318
