model,member,scenario,horizon,year_start,year_end,fips5,month,d_tas_C,d_tasmax_C,pr_ratio
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17057,5,2.5012536724821643,3.0834529669050994,1.085215025811511
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17063,5,2.5138672324794697,3.005204911756664,1.135319858308208
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17131,5,2.538611553188389,3.1802681042483982,1.1096135966827916
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17081,5,2.4167338989662426,2.9058804853314086,1.0217801401190392
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17091,5,2.501628017253779,2.9813503705846074,1.1456730293426853
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17093,5,2.5337487147792785,3.0138403077772864,1.1466788825841163
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17099,5,2.5302406079938464,3.090672768840136,1.1183731346007952
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17101,5,2.45149059778754,2.9496782614605763,1.0264284619527198
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17105,5,2.501173490005499,3.0323323833258655,1.1114146062386767
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17109,5,2.497686259288116,3.08019071203114,1.0901468604746436
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17111,5,2.577423931198041,3.04086036397797,1.1456488769393398
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17117,5,2.4687362528097765,2.9789239922042725,1.0697314390985908
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17125,5,2.491311583443405,3.0485428072719856,1.0818856425608971
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17127,5,2.3052968720812714,2.717680393977787,0.9513721343439909
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17133,5,2.474632102060866,2.922393653009067,1.0223392282940718
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17137,5,2.4606418382413153,2.974263008541982,1.0834544536826731
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17141,5,2.5828118377881424,3.1826149553928644,1.126201498054042
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17143,5,2.517095919425003,3.1116237973475904,1.0888215811883053
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17147,5,2.4811735809125253,3.0315664533396216,1.0917114247521749
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17153,5,2.314972781471397,2.7318562994120157,0.9668833873744107
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17159,5,2.4420679328185884,2.9446252303532674,1.0404040497953315
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17165,5,2.3723017325172577,2.8133393090561185,0.9809662834423268
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17167,5,2.487886323195198,3.0319505658944763,1.0827339440240216
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17177,5,2.618783700411882,3.2116791857135354,1.1371373995922363
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17183,5,2.481806884969501,3.0303221626662094,1.1125449487861492
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17191,5,2.4327430107420582,2.931015944933108,1.0332915279855168
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17195,5,2.5709784053249223,3.2166420391436077,1.1165005810857156
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17197,5,2.5185501141555733,2.953799075714983,1.1700027223177605
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17001,5,2.4845763257686713,3.0148273634640077,1.0989866320035118
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17017,5,2.4745785235479616,3.011526617561856,1.0836208797743854
GFDL-ESM4,r1i1p1f1,ssp245,late_century,2070,2099,17025,5,2.4481914640909395,2.9640355084935663,1.051952380096044
