scenario,horizon,n_models,co2_ppm,dTmax_JA_C,plant_shift_days,r3_shift_days,end_shift_days,window_shift_days,edd_ratio,out_of_range_pct,climate_gbm_bu,climate_sr_bu,sr_min_bu,sr_max_bu,co2_none_bu,net_none_bu,co2_face_bu,net_face_bu,co2_saturating_bu,net_saturating_bu
ssp245,late_century,8,580.0,2.9858,-10.9486,-19.3681,-9.4936,2.8915,4.1883,6.0326,-1.0358,-1.2186,-7.1638,-0.1563,0.0,-1.2186,7.6425,6.4239,6.7396,5.521
ssp245,mid_century,8,510.0,2.3767,-8.2056,-15.105,-7.3177,2.2421,3.2264,3.5341,-0.9164,-0.8571,-6.0147,0.0674,0.0,-0.8571,5.4559,4.5987,5.4559,4.5987
ssp585,late_century,8,890.0,5.2892,-15.8924,-28.6559,-15.7165,4.7719,8.904,32.7425,-4.3614,-6.6361,-20.4699,-4.5772,0.0,-6.6361,14.9224,8.2863,6.7396,0.1035
ssp585,mid_century,8,580.0,2.9594,-10.8551,-19.1853,-9.4931,2.8925,4.1383,5.8631,-1.1386,-1.3282,-7.5049,-0.2717,0.0,-1.3282,7.6425,6.3144,6.7396,5.4115
