fips5,soil_clay_topsoil,soil_sand_topsoil,soil_silt_topsoil,soil_om_topsoil,soil_awc_topsoil,soil_ph_topsoil,soil_bd_topsoil,soil_ksat_topsoil,soil_cec_topsoil,soil_clay_subsoil,soil_sand_subsoil,soil_silt_subsoil,soil_om_subsoil,soil_awc_subsoil,soil_ph_subsoil,soil_bd_subsoil,soil_ksat_subsoil,soil_cec_subsoil,soil_aws_0_100cm,soil_slope,soil_drain_poorly_pct,soil_drain_somewhat_poorly_pct,soil_drain_well_pct,soil_drain_mod_well_pct,soil_mollisol_pct
27001,9.767234963915321,43.522278776045624,46.71048626003905,35.90329789510213,0.3029945215927674,5.925045385192798,0.8848461981550649,59.39387320308078,65.56763270795932,13.487011173790904,47.61814279350398,38.89484603270512,29.459248689517814,0.2576705731975789,6.29102096942505,1.0380516288621047,41.36056461980297,52.22625549763939,27.126775771613545,2.051195962671314,12.196215895536419,15.621741192654687,7.456308201398773,9.263973599666357,0.31384288720680203
27003,5.640038491700801,66.92538291230449,27.434578595994722,21.255789647200782,0.1969925532844717,6.005922137870742,1.2043955093046923,102.75959398838518,44.917997713182686,5.043556865308899,70.34614092141412,24.61030221327698,17.51710678445057,0.17494628444596683,6.109465732757995,1.270912767953356,108.72346996285373,38.41452565332247,18.156016509751833,2.616159324991524,3.234819375821585,10.921713932213006,6.680556085032477,3.3857489904943465,17.425629602447895
27005,16.134659983438436,54.24673136137537,29.6186086551862,13.901633297445354,0.1949143343558014,6.646062182579062,1.2744472499971307,33.432409047849404,27.60783522709854,17.911277438188986,55.263968235303615,26.824754326507403,10.611531241182426,0.17277995190280673,7.189450097681918,1.356418359887613,48.94616542240069,22.273600690926727,17.942026663870514,5.6312410169787235,10.053148290748554,5.138017624856641,32.05059551402947,14.832437213106047,34.347226574780485
27007,8.686253360542773,51.20391215779544,39.98683064367758,35.48481831028931,0.28016985997035143,6.4223178585284915,0.9041453813171334,61.106965129764546,63.58853042996179,14.321391148765871,50.19209714757902,35.41691783700607,26.91443967802704,0.24286675277695022,7.025570498797704,1.0656148461604338,46.21947111103333,48.453450991756895,25.405768493497053,1.8078464656252078,17.075846765945595,6.716896371735167,11.794895677751565,8.80613896391262,6.569485898264506
27009,9.439866326246523,49.305608181806434,41.25452549194705,9.349944183841066,0.1953820339277109,5.852238865945335,1.3820532182803167,34.1106462981651,24.797584989243738,11.337609678082593,60.04689513032377,28.615495191593638,5.414834241936936,0.146649481429779,6.253621265473134,1.5227059019705853,47.61079836482932,18.879783280337506,16.125440864262075,1.8699136412486068,11.44647075867842,34.245123635744825,2.535057851011607,19.29291376849477,19.970388438076345
27011,27.81652801987951,28.54840782890691,43.63506415121358,5.317738658936967,0.19179171378416013,7.3895929117575205,1.3488158690429164,6.355785426564021,24.541631596263628,27.060884738023756,30.78248615524401,42.15662910673224,1.735885356234594,0.16636950032441036,7.7639213882491775,1.4189472327260044,10.663570453341064,19.72181225725114,17.38867140543002,2.3158868573276505,19.42839261303398,10.336061125804301,18.652949158460746,36.385901473483564,87.38437215230003
27013,32.01875072200855,24.717510935764793,43.26373834222666,7.169180350790628,0.1964048856263319,6.643764572046021,1.239746667190776,7.191920405515903,30.501713687497368,33.36280437064365,26.219215807701733,40.41797982165462,3.464170537863942,0.1688481160098717,6.908994264295066,1.3435042802200443,7.647870784699782,27.699498907701514,17.643761463907087,3.4151504684463148,43.92467461872398,15.139931241043675,12.530431012306833,12.793300839273632,83.45575378208464
27015,26.92172456264907,35.30303610180272,37.77071877308615,6.161003903304935,0.18903944032550082,6.847271388563319,1.203303864607809,8.67611960397464,25.257398165639263,24.74462702544583,41.3619488512376,33.86320115525236,2.4702741874368055,0.1669365895501894,7.242056804622621,1.4052692841550731,16.109648298427196,19.99077925554063,17.326026292764755,2.208197876903567,41.24228986913108,11.269427102700307,11.544434796177914,15.931319702148647,96.208342935066
27017,12.587590369202541,42.37599699660033,45.03641263419713,21.934515526279032,0.24733955381343944,5.718154783688282,1.1348437303117247,57.04273628725062,37.62826570066396,15.386953108143349,45.79671467880079,38.81633221305586,17.75771567674848,0.19841171784802672,6.104501424300959,1.2934751692995743,47.81989697946778,23.9458675579244,21.07528945964733,4.583942299840059,2.980868858564995,15.904043532558793,25.176936667058385,7.858242325135791,2.084806427904179
27019,24.780540152488864,38.56060091593147,36.65885893157967,11.129430250148118,0.21507255763869917,6.556268372558616,1.2026891452063717,10.949184481121323,34.52886218147813,27.406692344939046,37.18616007579489,35.407147579266066,6.795637518131157,0.1878975253996305,6.660218535518848,1.3447369729259036,12.490754836015652,29.824865395424638,19.60500350713511,3.9073863110544553,24.855483529913844,14.636482327727496,31.186316247580702,9.343182813329111,54.14926507288019
27021,7.114022290581604,65.03816024210313,27.847817467315274,19.1989891672015,0.2108323714555606,5.880661837770629,1.1707859747097387,59.84811511902354,39.58601144080643,10.563322366838564,63.527271820815535,25.909405812345895,15.39475849684583,0.18357536529478327,6.198007670075954,1.2895142859083624,48.38431926484243,31.352948484521217,19.175246714301647,3.828379359616349,7.056278708679933,8.830482414286726,22.383853744292228,14.379885939865456,2.2106700808307584
27023,27.856276165050083,17.667536260665184,54.47618757428474,5.258780537017996,0.20347191322599076,7.3887298409400755,1.320935158348437,8.218087827367734,24.129759371237412,25.560183523026776,20.87985278338676,53.55996369358646,2.0204303962476633,0.1819667203895015,7.651229256631415,1.4072495382873687,10.199030597328521,17.68962488253495,18.834316796545828,2.1733542200541747,15.241831849664319,16.69715760368745,24.475125240617416,22.916638990405417,99.03599430621813
27025,9.674244197864372,58.77313373408674,31.552622068048887,12.769914808090917,0.19232309385604132,5.820665421625343,1.3157607238271574,55.16681897327061,39.305769124279315,17.267982042748592,53.48411516233833,29.247902794913077,10.26269141359691,0.16959066800551792,6.014998001434065,1.3808674341340748,51.74267337171897,32.601952160797985,17.63105671899817,4.193222668629771,8.212712632231051,15.543750098384345,16.376052762303623,17.674873564908662,7.498762100776254
27027,25.988551044889697,31.94897835686521,42.06247059824509,4.954260753507141,0.17899009208363334,7.475076836114183,1.2925926024224437,16.659623765913715,23.690562868693906,25.65951777104028,36.040105071864375,38.30037715709534,2.0377375086068694,0.15515683718699155,7.795908035225884,1.3991979527851184,25.198121430532215,19.613502132889735,16.23068136559841,2.299190262073178,33.556694367933495,28.46489316237039,18.64384426978414,11.170392860834973,75.5995606611459
27029,12.26494295018221,57.29342515049176,30.384086722457234,19.90372008646224,0.2139415639678026,6.436868874475811,1.1595210401649265,34.250483334722496,44.440483195120194,19.237262657051406,53.18351978845372,27.54643245722614,14.04312249740763,0.1919523640451541,7.059007269542277,1.283186190626955,37.54804766588334,36.866429422701074,19.854912402194863,3.8413706377473833,13.736989601268196,3.488740655719433,32.488886452600156,16.828051411156302,8.955996505701062
27031,11.907692545992072,47.969405635454756,40.122901818553174,12.112641609502147,0.1777169536235862,5.345980350162877,1.3187927909191883,24.145675222073812,26.111526684266995,11.124421072332016,54.556952830875275,34.31862609679271,10.907168561843546,0.14830892535053006,5.799957346730362,1.406188440268818,23.36585368563482,24.38808927459775,14.201471505731583,9.164668060246376,3.794649414482613,8.542331469153087,42.10526597249126,16.69007151702124,0.0
27033,27.866761545628844,33.64598165882519,38.48725679554597,5.267051947449155,0.18937480514791002,6.745550732224674,1.260530355159038,7.255157904067315,23.893112392265355,26.297897165916535,37.00315869862644,36.698944135457026,2.416984060796778,0.17393840171725117,7.186567656521966,1.408649978677066,9.892009662065522,20.356808140823013,17.815539017086273,2.6618159926429956,34.21916545168231,18.11269287667337,16.14693257110066,19.936262395254314,94.52752698652331
27035,7.509272885973967,70.65704643622189,21.833680677804143,18.867027083894474,0.20792650286455217,5.430898452141916,1.2564756333879492,88.36735986131872,38.31618716774064,6.611745382119357,79.92597416587759,13.462280452003059,15.360286279842194,0.16247681009651282,5.786110446738548,1.341201509901029,75.11083716378907,21.227255891718833,17.611171792692463,5.324498640393254,4.843434038486672,15.472435868328265,6.0138915128716945,15.552831858312842,1.4894778029014364
27037,18.16923887394923,40.35781324715062,41.47294787890016,4.517715091414966,0.18806085038519826,6.40325042125641,1.3846444725536042,20.31301603329748,20.609422479117743,15.628194185171715,52.490820933362095,31.880984881466187,2.148723199232745,0.14731773007211513,6.657128729598976,1.4968813487332409,45.32165296786834,15.268297791814387,15.77754911357683,4.68459767982937,10.554076721643382,6.889739563951264,57.112130165078355,3.623799873276444,75.87164069920651
27039,23.94736408319466,21.064522237327868,54.98811007501982,4.7289115231389145,0.17707543997251743,6.403331281983303,1.3469330783017184,7.907557145731071,21.54090279520341,24.773483546394544,32.322641968714315,42.90387086546939,1.7535872255865768,0.14915080940304376,6.472712541517683,1.5666127170479909,10.57343169508207,20.444716110317387,15.677920052135786,2.779850810264435,31.356547764794346,33.155352958990136,12.608184629776753,21.1962948276368,80.63234788579176
27041,22.948717916838266,41.77925692672779,35.27202515643394,9.487303961521636,0.19433671461697755,7.0344207972318475,1.292728619193876,16.423910598684962,29.124240978095806,22.85408236695497,43.83689641283432,33.30902122021071,5.569409800065119,0.16947444807606676,7.481028551823967,1.3846294398457086,37.1087683285512,23.252602656403216,17.693312803834,4.128565603593047,13.455525422270256,1.117286536327201,44.77956397993908,9.423305445631637,60.592197096152454
27043,31.52164510238903,23.958695640202638,44.51658231848995,7.049120543823226,0.1997836443868811,6.772154011193877,1.2113564286534422,4.963883747329268,28.933587922776752,30.66817104587422,26.48124808695961,42.84721917044595,3.3250210513060603,0.17701683125428536,7.163852119162257,1.359536989982033,5.893447144011715,25.531936732284077,18.38468751940641,1.9797378442724791,43.67070736945379,17.53917358074652,12.031117715308937,12.836597035169886,93.88307770113751
27045,21.921418458000268,13.518869394496726,64.55751469662262,2.289500465596764,0.2078147556951754,6.345351387898642,1.3867477013076455,9.608576823873994,18.768340043146708,25.727615468166764,16.481627131811134,57.78890804606412,0.799781015399131,0.18050810451815807,6.161368334550905,1.4558539102976282,8.416146603942984,20.59717683938905,18.103699830060354,9.878492629013472,4.3874170728200355,1.5729913681087184,81.25861182534685,10.4585168122569,30.972482646571493
27047,27.4287590684965,30.421088330373603,42.150152601129896,8.982478076444833,0.20567647804895375,6.633723522669362,1.1862138523947259,7.946657888122395,29.908490551314934,26.5021133250128,34.89201725167731,38.60586942330989,4.643487156349419,0.18079660513684606,6.9095640201078545,1.36410333752304,11.326785065598502,25.040372526271213,18.82605670104784,2.211226172575755,39.79505244626883,10.612972590281265,15.29971421741492,13.164839906430839,77.90697319236943
27049,18.68382614792364,19.372041426802614,61.94413242527375,3.0820580908930846,0.2061315505504259,6.509983870352807,1.3679049459335024,12.34706556426465,16.340069034943113,20.602464356681466,23.296195382373266,56.10134026094527,1.1262470975685532,0.18100395330421862,6.370984457038576,1.4724061880566885,16.669452177979437,16.76150203383896,18.614142115200263,8.853739638051554,8.599404866498556,11.337009467071098,48.60888737462299,24.446807367887736,46.424446991289614
27051,26.752200567167716,34.36676690070448,38.881032532127804,5.3444363066509,0.18628437907824447,7.216542625714711,1.3412272720119063,10.823719762271121,24.458555659261382,26.435177572395737,35.62610942179966,37.93871300580461,1.6569787479779987,0.16426071572959305,7.762582024659931,1.422579892706601,19.51907482700057,19.27922147719399,17.08678147341885,2.264059246483604,22.684965228085535,13.301234854609072,13.857312783375999,38.26946266936129,94.48959802174865
27053,19.69559748297174,44.70888113664966,35.59390842320815,10.240886240401874,0.1980315896521508,6.520010661678264,1.2474190124800182,20.748835980278123,31.191549550408634,21.857187665559934,44.92196797750835,33.219247005731454,7.198004408741797,0.17173640504279203,6.549517493866417,1.3620237936253485,29.328726171200447,28.021254316236725,17.962496042559966,4.752088683864606,14.226779416241344,8.146021192800424,36.437689310999616,8.993237104782652,44.37972747423674
27055,21.255040419366438,19.863092317963762,58.88186726266981,2.2345998587087235,0.19471574281349682,6.404197770823668,1.3994985188895923,11.793954668489588,16.565267901176266,24.683708196961664,22.512171209344135,52.80412059369419,0.9769982253334786,0.1560485857482072,6.329582003214192,1.4361195472980557,13.75841998778263,16.739291756517787,16.623566870050997,18.878488126983214,5.2288146637165545,0.7712095144378264,79.50904530518989,5.589793942387082,21.736483541117767
