model,member,scenario,horizon,year_start,year_end,fips5,month,d_tas_C,d_tasmax_C,pr_ratio,d_hurs_pct
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27003,1,2.090903109266094,1.4878029895232316,0.9970252933379624,-1.2968352642943444
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27011,1,1.7889928867084564,1.3683201942255323,1.1618228678488234,0.13881706013725648
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27017,1,2.3719683150639526,1.718242230786018,0.9798015154391782,-1.9692564459969617
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27025,1,2.210426335953912,1.5268246586871328,0.9877259615001719,-1.7617515583274042
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27035,1,2.517711705406441,1.6972502151697313,1.0330210121958658,-0.9958786149265961
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27037,1,1.9531109286268133,1.4163243338754796,0.9909029213768993,-1.1098188162988123
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27041,1,2.0846171709791292,1.5004336715495583,1.1075742346194777,-0.31185761823601865
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27043,1,1.8518058320119053,1.3521720136809563,1.0022629636454254,-0.09654420814925402
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27045,1,1.5358272843971008,1.1881265540619665,1.004500119916398,-0.24759120191880868
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27053,1,2.048853800314248,1.4752986046739238,0.9992403506216553,-1.1246011832994185
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27059,1,2.226918904154388,1.5529271263777105,1.002506711281778,-1.5420949614601085
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27063,1,1.7622553687383515,1.3195719882829167,1.0280653519711036,0.1737622017818694
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27065,1,2.3237899805091047,1.6081936243832615,1.0043499378048795,-1.5898756462401877
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27069,1,2.602176256741984,1.8478897985479534,1.1091176476610014,-0.07091192687596504
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27071,1,2.3251693427715736,1.777196793917824,1.0675003156055523,-0.208646914683996
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27079,1,1.8862040560697437,1.4161067911993541,0.9940588912699119,-0.6273709932815024
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27087,1,2.5813780738280343,1.7831543717844056,1.092951434505904,-0.26341995875225166
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27101,1,1.656582667927239,1.2809880944555516,1.0933827703933185,0.24913699355347774
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27107,1,2.471078034858749,1.7392265619873228,1.1338749659771779,-0.135581390365914
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27125,1,2.638874635979846,1.7970019918992648,1.1013006065651423,-0.13627460780696765
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27131,1,1.8386394536549346,1.37230695759132,0.9908438830932661,-0.7709491646063924
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27143,1,1.9606503874449004,1.4565096155017159,1.0132296529289697,-0.6232463664599237
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27159,1,2.430250120206381,1.6711183139692025,1.072854587288661,-0.5410790646191828
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27169,1,1.5648611055549964,1.2211923697220755,1.0032579109849227,-0.452400199863348
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27005,1,2.457361297299542,1.7133402208920074,1.097729148022389,-0.2718160706461674
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27013,1,1.879344615595869,1.4078091568688365,1.0001397413037407,-0.40427408517446395
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27023,1,1.823683638086834,1.3688925821552402,1.1068866354474147,-0.038845485474752195
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27033,1,1.7339276869649325,1.3233968222529597,1.057698388770111,0.033980984258320746
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27047,1,1.773584782947637,1.3109839957189138,1.002866198325974,-0.1311266548775194
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27061,1,2.739120140858347,1.8306741749367461,1.032368616787763,-0.7922832515950233
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27075,1,2.48225310842696,2.0079252281404933,1.0027234450098446,-1.6310743114255075
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27123,1,2.026044609679559,1.4498851633752565,0.9917196191654856,-1.2638621648518722
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27135,1,2.6697606268573963,1.8199485499351908,1.0868940839581738,-0.03972233392917701
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27151,1,1.8344859267917286,1.369816707787038,1.1364844870398503,0.09036331438939271
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27155,1,1.8659126022729424,1.4051169529456615,1.1661981044648058,0.09842321134543397
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27165,1,1.8021396599675654,1.3569846673161692,1.0276233694390247,-0.12229547065724944
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27167,1,2.048155512165863,1.5034198183402054,1.1536078246609731,0.02407140275221309
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27173,1,1.7056820117791744,1.3077647089260154,1.1412729814770237,0.23098037286904116
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27007,1,2.625915588349642,1.8024193897814484,1.0739388112723798,-0.28981248791133396
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27015,1,1.789618418951079,1.3650385896478383,1.0434838981785421,-0.22056817487043645
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27021,1,2.6752275708903994,1.7651043334585097,1.0420451673899414,-0.7816523589252569
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27027,1,2.2998850144056178,1.645503017473402,1.1438185129388576,-0.07522289443190289
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27031,1,2.8571257269529724,2.3345837241622007,1.0513898989078287,-0.9530138504819945
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27049,1,1.8150013269284955,1.3300579830472543,0.9843817848310956,-1.080488101131806
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27055,1,1.4918259847534614,1.19396057113579,1.014267539644018,0.018563786258397386
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27139,1,1.959117369484261,1.4409850286148185,0.9976415368226522,-0.8629235002607913
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27073,2,2.136872493993451,1.8342685091992053,0.9716876706662463,-2.8756293462883207
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27083,2,2.2383678895084245,1.9143691641958753,0.9915935495537624,-3.4321142722774596
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27085,2,2.2948823606736823,1.7868425930261083,1.0161653249932812,-3.6127409949130254
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27093,2,2.273401443483806,1.7538273249826943,1.0001948964606948,-3.311394910547591
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27103,2,2.302768413419699,1.8419485697240816,1.0375187379345665,-3.9952321334902905
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27113,2,2.443428512507353,1.7936405178397763,0.9694815098800846,-1.4396052898877656
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27121,2,2.1179681050476233,1.7070023844910338,0.9795344515999197,-2.63924700271302
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27127,2,2.2627858909488623,1.8830528660474215,1.0088734898428289,-3.6326092514150616
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27147,2,2.322833873949378,1.8675632806356361,1.0114637796666648,-4.124109209202402
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27153,2,2.2801817522506553,1.699893913761855,0.9753463566335011,-2.471253768158874
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27161,2,2.3221220341168873,1.859620120877537,1.0303761022909415,-4.152297954268704
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27009,2,2.3253718580970144,1.6793919280802925,0.97328595465868,-2.9713038728875034
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27019,2,2.32059342877335,1.772571602470066,1.010663520183531,-3.7490648606431876
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27029,2,2.458614885975237,1.7823460621961544,0.9795971632329952,-1.6218985319844705
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27039,2,2.319308687040973,1.8628060212334958,1.0001682252454889,-4.154852264264605
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27051,2,2.0648419719855724,1.708457763336071,0.9804821870529147,-2.2093348625760427
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27057,2,2.566660155875354,1.775388502176213,0.9812432744980415,-1.8895023660726622
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27067,2,2.2045674331387204,1.753286042584989,0.9907566218235672,-3.0462308929563875
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27081,2,2.265492617484256,1.970677123880705,0.9581874926914912,-3.402186834035078
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27089,2,2.415400453064592,1.8143194204910742,0.9637570613128218,-1.2772118631377225
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27091,2,2.3472260650968906,1.9401046324072695,1.0370480362204137,-3.8240561650126494
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27095,2,2.3650046594059404,1.6720967036690126,0.9671003189748894,-2.8712307718863173
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27097,2,2.3767729122602077,1.6946889135210768,0.9712789014831316,-2.6882905762016946
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27099,2,2.323773836957855,1.8780021804151943,1.0063129455152389,-3.950072976480641
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27105,2,2.332859435557907,1.9769728239903657,1.030156338901684,-3.4143501704879498
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27109,2,2.315548188274306,1.8603122598191817,0.9819548383541444,-4.174188173143762
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27111,2,2.216543392616643,1.7289050255345728,0.9863896826035091,-2.076010061357465
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27115,2,2.2877835074317545,1.6303326962612346,0.955767632711541,-2.878322707876521
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27117,2,2.3002237371226215,1.9953818194099426,0.9768332445623072,-3.3994720781964247
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27119,2,2.397139908764757,1.795203468267971,0.9839441308857266,-1.4882898339519102
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27129,2,2.2538943583771243,1.8210876606187298,1.0081933807694705,-3.488640380135976
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27133,2,2.3168246388141256,1.9956140077403006,1.004768497908455,-3.2585456955713568
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27141,2,2.327588996675672,1.7072236192911419,0.9858454812525962,-3.294430131861361
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27145,2,2.257207905480641,1.7024689194154803,0.9820222328162547,-2.9661001138527894
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27149,2,2.0313565225000616,1.717964767696401,0.9774693481821709,-2.4430910620686888
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27157,2,2.3155485604089563,1.8523044360779295,0.9578361667365758,-4.294727380187126
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27163,2,2.3179309519828166,1.7436274020661244,0.9795019564665145,-3.692474836104651
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27171,2,2.3257852828618297,1.7326864293715971,0.9974929935533924,-3.449578636535179
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27077,2,2.278858117009122,1.7666163134587123,0.9518728510322478,-1.0159261566286943
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27137,2,2.074558885612362,1.6410612837859162,0.9326717367661043,-1.8455619803543186
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27001,2,2.432096599707279,1.6939337523311337,0.9608552671942567,-2.4683792303574705
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27003,2,2.3213603498452358,1.7244703931723961,0.9841260672985817,-3.518772136576061
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27011,2,2.098016029387054,1.802920006816123,0.9683322355547759,-2.6617120174488775
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27017,2,2.227285223185504,1.6389723655677244,0.9480269750012865,-2.5217972933396027
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27025,2,2.319917810967638,1.6633790672490818,0.9671352541580839,-3.2670925643044484
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27035,2,2.4952983586524056,1.7147607740092212,0.9691064625444542,-2.521226599386438
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27037,2,2.317545223439595,1.7764742328477041,0.9898050944471315,-3.852615514181167
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27041,2,2.1369075485801545,1.6863402577213833,0.9766262015727478,-2.413263723440096
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27043,2,2.352211620760727,1.9229550402584437,1.0370525043282122,-3.987400834097272
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27045,2,2.3063327946372283,1.850896809061794,0.9902018817363547,-3.9050253614694697
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27053,2,2.321113891068194,1.7474228664009956,0.9938600379701709,-3.6282636097592444
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27059,2,2.325478096912093,1.6684663601224088,0.9708839259040437,-3.1645474764173827
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27063,2,2.3429167682129446,1.9630251119636455,1.0342588780208173,-3.598841225197731
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27065,2,2.3439874833736667,1.6573846879538792,0.9641505060017563,-2.9138311558100867
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27069,2,2.451481286206729,1.8433840342520398,0.9510200674981251,-1.1120755363801607
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27071,2,2.1282844251692836,1.6921518515288767,0.9540308408721596,-1.2090558200738997
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27079,2,2.3143512239636834,1.8308360996675788,1.0366145388738468,-4.15108401871494
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27087,2,2.439884757927018,1.791362931537492,0.9937269360373453,-1.7011142181357428
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27101,2,2.2861715506249425,1.951818057258322,1.006717826409557,-3.505786936596053
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27107,2,2.3474430004984015,1.7814532450815932,1.004911135917578,-1.6449483313513724
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27125,2,2.4342397190162615,1.7982760705606324,0.9778261992219978,-1.4885612677385325
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27131,2,2.315001341482912,1.8319047023019834,1.0099059828072567,-4.16280691799723
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27143,2,2.3076277586259266,1.802178547400331,1.0279952060345876,-3.8145035260204736
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27159,2,2.3871271232261506,1.7329576178100865,0.9788841740772376,-2.2014501353332747
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27169,2,2.3209879644635976,1.8836969437641073,0.9780743449544936,-4.067291238811492
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27005,2,2.3710320966670224,1.7674840307299746,0.9926673595867789,-1.8894534002497494
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27013,2,2.3213097989976745,1.8614706696146754,1.0468199594269647,-4.11071247932523
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27023,2,2.179817957157752,1.8094658288844698,0.9907990478823443,-3.0968273412933485
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27033,2,2.2998633474704206,1.922970433534374,1.0208617979877181,-3.7115966699534226
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27047,2,2.3412835970770516,1.9060446553402812,1.0245925268290221,-3.966117225632587
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27061,2,2.5599372242870118,1.74203129228448,0.9606197603337285,-1.8406725662719623
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27075,2,2.0537876130253494,1.6655887927767594,0.9230593220314687,-1.8929110276220626
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27123,2,2.318847141274148,1.745876254886241,0.9841116022233729,-3.6791701157404475
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27135,2,2.3860129836767214,1.7799412869695743,0.9432092151414073,-1.1223881054950198
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27151,2,2.0981164966280517,1.7667248007265925,0.981925552679924,-2.7343182175677043
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27155,2,2.054983140436377,1.7547329881275004,0.9746242704485236,-2.397474694798973
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27165,2,2.3169728714665894,1.905005022683099,1.0334027733888085,-3.8727576912040718
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27167,2,2.1335047557178655,1.75326452488315,0.9837712797257667,-2.1735500099483005
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27173,2,2.174411335457762,1.8652728563980645,0.9817132784196908,-3.099466209308247
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27007,2,2.4316962112087026,1.7659216253388195,0.9682707492579029,-1.5282922173845748
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27015,2,2.289828394364406,1.8762313165325963,1.0264082541210422,-3.893049651106878
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27021,2,2.577969288699194,1.7469657992180032,0.9710805507500865,-2.1607939155111637
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27027,2,2.2641983146761504,1.7727658005402986,0.9983819228870559,-1.8642646663498255
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27031,2,2.168064184735215,1.7659920871515737,0.9027769863942922,-1.7477304622747738
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27049,2,2.315362498825209,1.8156070665337438,0.9745796641488216,-4.1049527954859
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27055,2,2.3143036551426803,1.8733304891414946,1.0081364536613961,-3.7635448146047707
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27139,2,2.3182799447939146,1.7915416107531428,1.012779675089218,-3.8911711628828414
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27073,3,1.827239182561243,1.5117771445867447,1.1176082780676,-0.03921013172532639
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27083,3,1.8168303579483904,1.6023402279598713,1.2156177292890777,0.07824084805564269
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27085,3,2.257810908222325,1.978130227068732,1.194834047186451,-0.5030859895191782
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27093,3,2.2496196556027144,1.894311232978282,1.1463567028923045,-0.5609531449516112
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27103,3,2.2148548633558676,2.051281989649681,1.259248347355822,-0.3399399458167949
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27113,3,2.739032076946387,1.672202533309246,1.0036330162297462,-1.0324098122240173
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27121,3,2.060061505714941,1.6219209901367435,1.057237642489972,-0.3558235515253756
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27127,3,1.9747797139764316,1.7743675775644192,1.2298069172020154,-0.09344536960608707
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27147,3,2.41799603560969,2.257465110106409,1.2098211881335774,-0.8789388920078522
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,27153,3,2.3930827016274065,1.761943923825811,1.0174444270239602,-0.8871367923836004
